f000039,583.720,612.720,"Without thinking any more about how they might be able to give Gregor special pleasure, the sister now kicked some food or other very quickly into his room in the morning and at noon, before she ran off to her shop, and in the evening, quite indifferent to whether the food had perhaps only been tasted or, what happened most frequently, remained entirely undisturbed, she whisked it out with one sweep of her broom."
f000040,612.720,621.160,"The task of cleaning his room, which she now always carried out in the evening, could not be done any more quickly."
f000041,621.160,628.360,"Streaks of dirt ran along the walls; here and there lay tangles of dust and garbage."
f000042,628.360,639.480,"At first, when his sister arrived, Gregor positioned himself in a particularly filthy corner in order with this posture to make something of a protest."
f000043,639.480,645.320,"But he could have well stayed there for weeks without his sister's changing her ways."
f000044,645.320,654.920,"In fact, she perceived the dirt as much as he did, but she had decided just to let it stay."
f000045,654.920,670.160,"In this business, with a touchiness which was quite new to her and which had generally taken over the entire family, she kept watch to see that the cleaning of Gregor's room remained reserved for her."
f000046,670.160,680.360,"Once his mother had undertaken a major cleaning of Gregor's room, which she had only completed successfully after using a few buckets of water."
f000047,680.360,688.320,"But the extensive dampness made Gregor sick and he lay supine, embittered and immobile on the couch."
f000048,688.320,692.840,"However, the mother's punishment was not delayed for long."
f000049,692.840,709.000,"For in the evening the sister had hardly observed the change in Gregor's room before she ran into the living room mightily offended and, in spite of her mother's hand lifted high in entreaty, broke out in a fit of crying."
f000050,709.000,719.920,"Her parents—the father had, of course, woken up with a start in his arm chair—at first looked at her astonished and helpless, until they started to get agitated."
f000051,719.920,745.200,"Turning to his right, the father heaped reproaches on the mother that she was not to take over the cleaning of Gregor's room from the sister and, turning to his left, he shouted at the sister that she would no longer be allowed to clean Gregor's room ever again, while the mother tried to pull the father, beside himself in his excitement, into the bed room."
f000052,745.200,762.800,"The sister, shaken by her crying fit, pounded on the table with her tiny fists, and Gregor hissed at all this, angry that no one thought about shutting the door and sparing him the sight of this commotion."
f000053,762.800,776.160,"But even when the sister, exhausted from her daily work, had grown tired of caring for Gregor as she had before, even then the mother did not have to come at all on her behalf."
f000054,776.160,780.040,"And Gregor did not have to be neglected."
f000055,780.040,782.960,"For now the cleaning woman was there."
f000056,782.960,793.640,"This old widow, who in her long life must have managed to survive the worst with the help of her bony frame, had no real horror of Gregor."
f000057,793.640,799.040,"Without being in the least curious, she had once by chance opened Gregor's door."
f000058,799.040,812.800,"At the sight of Gregor, who, totally surprised, began to scamper here and there, although no one was chasing him, she remained standing with her hands folded across her stomach staring at him."
f000059,812.800,821.040,"Since then she did not fail to open the door furtively a little every morning and evening to look in on Gregor."
f000060,821.040,835.040,"At first, she also called him to her with words which she presumably thought were friendly, like Come here for a bit, old dung beetle! or Hey, look at the old dung beetle!"
f000061,835.040,844.840,"Addressed in such a manner, Gregor answered nothing, but remained motionless in his place, as if the door had not been opened at all."
f000062,844.840,856.520,"If only, instead of allowing this cleaning woman to disturb him uselessly whenever she felt like it, they had given her orders to clean up his room every day!"
f000063,856.520,879.160,"One day in the early morning—a hard downpour, perhaps already a sign of the coming spring, struck the window panes—when the cleaning woman started up once again with her usual conversation, Gregor was so bitter that he turned towards her, as if for an attack, although slowly and weakly."
f000064,879.160,898.360,"But instead of being afraid of him, the cleaning woman merely lifted up a chair standing close by the door and, as she stood there with her mouth wide open, her intention was clear: she would close her mouth only when the chair in her hand had been thrown down on Gregor's back."
f000065,898.360,909.800,"This goes no further, all right? she asked, as Gregor turned himself around again, and she placed the chair calmly back in the corner."
f000066,909.800,913.920,"Gregor ate hardly anything any more."
f000067,913.920,927.680,"Only when he chanced to move past the food which had been prepared did he, as a game, take a bit into his mouth, hold it there for hours, and generally spit it out again."
f000068,927.680,938.040,"At first he thought it might be his sadness over the condition of his room which kept him from eating, but he very soon became reconciled to the alterations in his room."
f000069,938.040,954.920,"People had grown accustomed to put into storage in his room things which they couldn't put anywhere else, and at this point there were many such things, now that they had rented one room of the apartment to three lodgers."
f000070,954.920,975.240,"These solemn gentlemen—all three had full beards, as Gregor once found out through a crack in the door—were meticulously intent on tidiness, not only in their own room but, since they had now rented a room here, in the entire household, and particularly in the kitchen."
f000071,975.240,981.960,"They simply did not tolerate any useless or shoddy stuff."
f000072,981.960,986.560,"Moreover, for the most part they had brought with them their own pieces of furniture."
f000073,986.560,997.040,"Thus, many items had become superfluous, and these were not really things one could sell or things people wanted to throw out."
f000074,997.040,1004.280,"All these items ended up in Gregor's room, even the box of ashes and the garbage pail from the kitchen."
f000075,1004.280,1014.680,"The cleaning woman, always in a hurry, simply flung anything that was momentarily useless into Gregor's room."
f000076,1014.680,1020.000,"Fortunately Gregor generally saw only the relevant object and the hand which held it."
f000077,1020.000,1044.040,"The cleaning woman perhaps was intending, when time and opportunity allowed, to take the stuff out again or to throw everything out all at once, but in fact the things remained lying there, wherever they had ended up at the first throw, unless Gregor squirmed his way through the accumulation of junk and moved it."
f000078,1044.040,1060.400,"At first he was forced to do this because otherwise there was no room for him to creep around, but later he did it with a growing pleasure, although after such movements, tired to death and feeling wretched, he didn't budge for hours."
f000079,1060.400,1072.880,"Because the lodgers sometimes also took their evening meal at home in the common living room, the door to the living room stayed shut on many evenings."
f000080,1072.880,1077.440,"But Gregor had no trouble at all going without the open door."
f000081,1077.440,1089.520,"Already on many evenings when it was open he had not availed himself of it, but, without the family noticing, was stretched out in the darkest corner of his room."
f000082,1089.520,1100.280,"However, once the cleaning woman had left the door to the living room slightly ajar, and it remained open even when the lodgers came in in the evening and the lights were put on."
f000083,1100.280,1112.480,"They sat down at the head of the table, where in earlier days the mother, the father, and Gregor had eaten, unfolded their serviettes, and picked up their knives and forks."
f000084,1112.480,1121.800,"The mother immediately appeared in the door with a dish of meat and right behind her the sister with a dish piled high with potatoes."
f000085,1121.800,1125.760,"The food gave off a lot of steam."
f000086,1125.760,1147.920,"The gentlemen lodgers bent over the plate set before them, as if they wanted to check it before eating, and in fact the one who sat in the middle—for the other two he seemed to serve as the authority—cut off a piece of meat still on the plate obviously to establish whether it was sufficiently tender and whether or not something should be shipped back to the kitchen."
f000087,1147.920,1156.440,"He was satisfied, and mother and sister, who had looked on in suspense, began to breathe easily and to smile."
f000088,1156.440,1161.840,"The family itself ate in the kitchen."
f000089,1161.840,1172.640,"In spite of that, before the father went into the kitchen, he came into the room and with a single bow, cap in hand, made a tour of the table."
f000090,1172.640,1176.880,"The lodgers rose up collectively and murmured something in their beards."
f000091,1176.880,1182.240,"Then, when they were alone, they ate almost in complete silence."
f000092,1182.240,1203.120,"It seemed odd to Gregor that, out of all the many different sorts of sounds of eating, what was always audible was their chewing teeth, as if by that Gregor should be shown that people needed their teeth to eat and that nothing could be done even with the most handsome toothless jawbone."
f000093,1203.120,1211.920,"I really do have an appetite, Gregor said to himself sorrowfully, but not for these things."
f000094,1211.920,1219.800,"How these lodgers stuff themselves, and I am dying."
f000095,1219.800,1224.240,"On this very evening the violin sounded from the kitchen."
f000096,1224.240,1230.480,"Gregor didn't remember hearing it all through this period."
f000097,1230.480,1243.040,"The lodgers had already ended their night meal, the middle one had pulled out a newspaper and had given each of the other two a page, and they were now leaning back, reading and smoking."
f000098,1243.040,1253.840,"When the violin started playing, they became attentive, got up, and went on tiptoe to the hall door, at which they remained standing pressed up against one another."
f000099,1253.840,1261.920,"They must have been audible from the kitchen, because the father called out Perhaps the gentlemen don't like the playing?"
f000100,1261.920,1264.360,"It can be stopped at once."
f000101,1264.360,1273.480,"On the contrary, stated the lodger in the middle, might the young woman not come into us and play in the room here, where it is really much more comfortable and cheerful?"
f000102,1273.480,1279.280,"Oh, thank you, cried out the father, as if he were the one playing the violin."
f000103,1279.280,1283.480,"The men stepped back into the room and waited."
f000104,1283.480,1292.800,"Soon the father came with the music stand, the mother with the sheet music, and the sister with the violin."
f000105,1292.800,1295.840,"The sister calmly prepared everything for the recital."
f000106,1295.840,1306.400,"The parents, who had never previously rented a room and therefore exaggerated their politeness to the lodgers, dared not sit on their own chairs."
f000107,1306.400,1313.280,"The father leaned against the door, his right hand stuck between two buttons of his buttonedup uniform."
f000108,1313.280,1317.880,"The mother, however, accepted a chair offered by one lodger."
f000109,1317.880,1325.320,"Since she left the chair sit where the gentleman had chanced to put it, she sat to one side in a corner."
f000110,1325.320,1329.200,"The sister began to play."
f000111,1329.200,1336.480,"The father and mother, one on each side, followed attentively the movements of her hands."
f000112,1336.480,1345.040,"Attracted by the playing, Gregor had ventured to advance a little further forward and his head was already in the living room."
f000113,1345.040,1353.560,"He scarcely wondered about the fact that recently he had had so little consideration for the others."
f000114,1353.560,1356.600,"Earlier this consideration had been something he was proud of."
f000115,1356.600,1372.680,"And for that very reason he would have had at this moment more reason to hide away, because as a result of the dust which lay all over his room and flew around with the slightest movement, he was totally covered in dirt."
f000116,1372.680,1380.680,"On his back and his sides he carted around with him dust, threads, hair, and remnants of food."
f000117,1380.680,1391.560,"His indifference to everything was much too great for him to lie on his back and scour himself on the carpet, as he often had done earlier during the day."
f000118,1391.560,1400.560,"In spite of his condition he had no timidity about inching forward a bit on the spotless floor of the living room."
f000119,1400.560,1404.760,"In any case, no one paid him any attention."
f000120,1404.760,1408.280,"The family was all caught up in the violin playing."
f000121,1408.280,1436.320,"The lodgers, by contrast, who for the moment had placed themselves, hands in their trouser pockets, behind the music stand much too close to the sister, so that they could all see the sheet music, something that must certainly bother the sister, soon drew back to the window conversing in low voices with bowed heads, where they then remained, worriedly observed by the father."
f000122,1436.320,1450.640,"It now seemed really clear that, having assumed they were to hear a beautiful or entertaining violin recital, they were disappointed and were allowing their peace and quiet to be disturbed only out of politeness."
f000123,1450.640,1461.600,"The way in which they all blew the smoke from their cigars out of their noses and mouths in particular led one to conclude that they were very irritated."
f000124,1461.600,1465.320,"And yet his sister was playing so beautifully."
f000125,1465.320,1472.120,"Her face was turned to the side, her gaze followed the score intently and sadly."
f000126,1472.120,1482.840,"Gregor crept forward still a little further, keeping his head close against the floor in order to be able to catch her gaze if possible."
f000127,1482.840,1487.440,"Was he an animal that music so captivated him?"
f000128,1487.440,1494.200,"For him it was as if the way to the unknown nourishment he craved was revealing itself."
f000129,1494.200,1512.120,"He was determined to press forward right to his sister, to tug at her dress, and to indicate to her in this way that she might still come with her violin into his room, because here no one valued the recital as he wanted to value it."
f000130,1512.120,1519.240,"He did not wish to let her go from his room any more, at least not as long as he lived."
f000131,1519.240,1524.600,"His frightening appearance would for the first time become useful for him."
f000132,1524.600,1532.000,"He wanted to be at all the doors of his room simultaneously and snarl back at the attackers."
f000133,1532.000,1538.240,"However, his sister should not be compelled but would remain with him voluntarily."
f000134,1538.240,1563.880,"She would sit next to him on the sofa, bend down her ear to him, and he would then confide in her that he firmly intended to send her to the conservatory and that, if his misfortune had not arrived in the interim, he would have declared all this last Christmas—had Christmas really already come and gone?—and would have brooked no argument."
f000135,1563.880,1581.640,"After this explanation his sister would break out in tears of emotion, and Gregor would lift himself up to her armpit and kiss her throat, which she, from the time she started going to work, had left exposed without a band or a collar."
f000136,1581.640,1594.960,"Mr. Samsa, called out the middle lodger to the father and, without uttering a further word, pointed his index finger at Gregor as he was moving slowly forward."
f000137,1594.960,1597.880,"The violin fell silent."
f000138,1597.880,1606.520,"The middle lodger smiled, first shaking his head once at his friends, and then looked down at Gregor once more."
f000139,1606.520,1621.520,"Rather than driving Gregor back again, the father seemed to consider it of prime importance to calm down the lodgers, although they were not at all upset and Gregor seemed to entertain them more than the violin recital."
f000140,1621.520,1632.560,"The father hurried over to them and with outstretched arms tried to push them into their own room and simultaneously to block their view of Gregor with his own body."
f000141,1632.560,1647.960,"At this point they became really somewhat irritated, although one no longer knew whether that was because of the father's behaviour or because of knowledge they had just acquired that they had, without knowing it, a neighbour like Gregor."
f000142,1647.960,1660.600,"They demanded explanations from his father, raised their arms to make their points, tugged agitatedly at their beards, and moved back towards their room quite slowly."
f000143,1660.600,1669.480,"In the meantime, the isolation which had suddenly fallen upon his sister after the sudden breaking off of the recital had overwhelmed her."
f000144,1669.480,1679.560,"She had held onto the violin and bow in her limp hands for a little while and had continued to look at the sheet music as if she was still playing."
f000145,1679.560,1699.160,"All at once she pulled herself together, placed the instrument in her mother's lap—the mother was still sitting in her chair having trouble breathing for her lungs were labouring—and had run into the next room, which the lodgers, pressured by the father, were already approaching more rapidly."
f000146,1699.160,1708.240,"One could observe how under the sister's practiced hands the sheets and pillows on the beds were thrown on high and arranged."
f000147,1708.240,1716.440,"Even before the lodgers had reached the room, she was finished fixing the beds and was slipping out."
f000148,1716.440,1724.200,"The father seemed so gripped once again with his stubbornness that he forgot about the respect which he always owed to his renters."
f000149,1724.200,1732.880,"He pressed on and on, until at the door of the room the middle gentleman stamped loudly with his foot and thus brought the father to a standstill."
f000150,1732.880,1751.920,"I hereby declare, the middle lodger said, raising his hand and casting his glance both on the mother and the sister, that considering the disgraceful conditions prevailing in this apartment and family—with this he spat decisively on the floor—I immediately cancel my room."
f000151,1751.920,1766.560,"I will, of course, pay nothing at all for the days which I have lived here; on the contrary I shall think about whether or not I will initiate some sort of action against you, something which—believe me—will be very easy to establish."
f000152,1766.560,1773.240,"He fell silent and looked directly in front of him, as if he was waiting for something."
f000153,1773.240,1780.440,"In fact, his two friends immediately joined in with their opinions, We also give immediate notice."
f000154,1780.440,1786.840,"At that he seized the door handle, banged the door shut, and locked it."
f000155,1786.840,1793.320,"The father groped his way tottering to his chair and let himself fall in it."
f000156,1793.320,1806.320,"It looked as if he was stretching out for his usual evening snooze, but the heavy nodding of his head, which looked as if it was without support, showed that he was not sleeping at all."
f000157,1806.320,1812.840,"Gregor had lain motionless the entire time in the spot where the lodgers had caught him."
f000158,1812.840,1822.720,"Disappointment with the collapse of his plan and perhaps also weakness brought on by his severe hunger made it impossible for him to move."
f000159,1822.720,1829.640,"He was certainly afraid that a general disaster would break over him at any moment, and he waited."
f000160,1829.640,1840.040,"He was not even startled when the violin fell from the mother's lap, out from under her trembling fingers, and gave off a reverberating tone."
f000161,1840.040,1850.520,"My dear parents, said the sister banging her hand on the table by way of an introduction, things cannot go on any longer in this way."
f000162,1850.520,1854.160,"Maybe if you don't understand that, well, I do."
f000163,1854.160,1861.000,"I will not utter my brother's name in front of this monster, and thus I say only that we must try to get rid of it."
f000164,1861.000,1866.240,"We have tried what is humanly possible to take care of it and to be patient."
f000165,1866.240,1869.640,"I believe that no one can criticize us in the slightest."
f000166,1869.640,1875.240,"She is right in a thousand ways, said the father to himself."
f000167,1875.240,1886.560,"The mother, who was still incapable of breathing properly, began to cough numbly with her hand held up over her mouth and a manic expression in her eyes."
f000168,1886.560,1891.280,"The sister hurried over to her mother and held her forehead."
f000169,1891.280,1896.640,"The sister's words seemed to have led the father to certain reflections."
f000170,1896.640,1908.480,"He sat upright, played with his uniform hat among the plates, which still lay on the table from the lodgers' evening meal, and looked now and then at the motionless Gregor."
f000171,1908.480,1918.560,"We must try to get rid of it, the sister now said decisively to the father, for the mother, in her coughing fit, was not listening to anything."
f000172,1918.560,1920.360,"It is killing you both."
f000173,1920.360,1922.080,"I see it coming."
f000174,1922.080,1928.840,"When people have to work as hard as we all do, they cannot also tolerate this endless torment at home."
f000175,1928.840,1931.400,"I just can't go on any more."
f000176,1931.400,1939.520,"And she broke out into such a crying fit that her tears flowed out down onto her mother's face."
f000177,1939.520,1944.720,"She wiped them off her mother with mechanical motions of her hands."
f000178,1944.720,1952.240,"Child, said the father sympathetically and with obvious appreciation, then what should we do?"
f000179,1952.240,1962.960,"The sister only shrugged her shoulders as a sign of the perplexity which, in contrast to her previous confidence, had come over her while she was crying."
f000180,1962.960,1969.560,"If only he understood us, said the father in a semiquestioning tone."
f000181,1969.560,1977.480,"The sister, in the midst of her sobbing, shook her hand energetically as a sign that there was no point thinking of that."
f000182,1977.480,1990.760,"If he only understood us, repeated the father and by shutting his eyes he absorbed the sister's conviction of the impossibility of this point, then perhaps some compromise would be possible with him."
f000183,1990.760,1996.280,"But as it is... It must be gotten rid of, cried the sister."
f000184,1996.280,1998.080,"That is the only way, father."
f000185,1998.080,2001.080,"You must try to get rid of the idea that this is Gregor."
f000186,2001.080,2007.200,"The fact that we have believed for so long, that is truly our real misfortune."
f000187,2007.200,2009.040,"But how can it be Gregor?"
f000188,2009.040,2019.880,"If it were Gregor, he would have long ago realized that a communal life among human beings is not possible with such an animal and would have gone away voluntarily."
f000189,2019.880,2026.440,"Then we would not have a brother, but we could go on living and honour his memory."
f000190,2026.440,2029.240,"But this animal plagues us."
f000191,2029.240,2037.040,"It drives away the lodgers, will obviously take over the entire apartment, and leave us to spend the night in the alley."
f000192,2037.040,2042.400,"Just look, father, she suddenly cried out, he's already starting up again."
f000193,2042.400,2066.240,"With a fright which was totally incomprehensible to Gregor, the sister even left the mother, pushed herself away from her chair, as if she would sooner sacrifice her mother than remain in Gregor's vicinity, and rushed behind her father who, excited merely by her behaviour, also stood up and half raised his arms in front of the sister as though to protect her."
f000194,2066.240,2074.840,"But Gregor did not have any notion of wishing to create problems for anyone and certainly not for his sister."
f000195,2074.840,2096.640,"He had just started to turn himself around in order to creep back into his room, quite a startling sight, since, as a result of his suffering condition, he had to guide himself through the difficulty of turning around with his head, in this process lifting and banging it against the floor several times."
f000196,2096.640,2099.520,"He paused and looked around."
f000197,2099.520,2103.600,"His good intentions seem to have been recognized."
f000198,2103.600,2106.760,"The fright had lasted only for a moment."
f000199,2106.760,2110.160,"Now they looked at him in silence and sorrow."
f000200,2110.160,2119.960,"His mother lay in her chair, with her legs stretched out and pressed together; her eyes were almost shut from weariness."
f000201,2119.960,2123.280,"The father and sister sat next to one another."
f000202,2123.280,2127.440,"The sister had set her hands around the father's neck."
f000203,2127.440,2135.200,"Now perhaps I can actually turn myself around, thought Gregor and began the task again."
f000204,2135.200,2140.480,"He couldn't stop puffing at the effort and had to rest now and then."
f000205,2140.480,2144.680,"Besides, no one was urging him on."
f000206,2144.680,2147.320,"It was all left to him on his own."
f000207,2147.320,2153.560,"When he had completed turning around, he immediately began to wander straight back."
f000208,2153.560,2166.960,"He was astonished at the great distance which separated him from his room and did not understand in the least how in his weakness he had covered the same distance a short time before, almost without noticing it."
f000209,2166.960,2178.160,"Constantly intent only on creeping along quickly, he hardly paid any attention to the fact that no word or cry from his family interrupted him."
f000210,2178.160,2187.040,"Only when he was already in the door did he turn his head, not completely, because he felt his neck growing stiff."
f000211,2187.040,2191.560,"At any rate he still saw that behind him nothing had changed."
f000212,2191.560,2194.280,"Only the sister was standing up."
f000213,2194.280,2199.440,"His last glimpse brushed over the mother who was now completely asleep."
f000214,2199.440,2207.520,"Hardly was he inside his room when the door was pushed shut very quickly, bolted fast, and barred."
f000215,2207.520,2216.040,"Gregor was startled by the sudden commotion behind him, so much so that his little limbs bent double under him."
f000216,2216.040,2219.680,"It was his sister who had been in such a hurry."
f000217,2219.680,2225.880,"She had stood up right away, had waited, and had then sprung forward nimbly."
f000218,2225.880,2229.240,"Gregor had not heard anything of her approach."
f000219,2229.240,2235.200,"She cried out Finally! to her parents, as she turned the key in the lock."
f000220,2235.200,2238.080,"What now?"
f000221,2238.080,2242.640,"Gregor asked himself and looked around him in the darkness."
f000222,2242.640,2247.280,"He soon made the discovery that he could no longer move at all."
f000223,2247.280,2250.040,"He was not surprised at that."
f000224,2250.040,2259.360,"On the contrary, it struck him as unnatural that up to this point he had really been able up to move around with these thin little legs."
f000225,2259.360,2262.480,"Besides he felt relatively content."
f000226,2262.480,2273.560,"True, he had pains throughout his entire body, but it seemed to him that they were gradually becoming weaker and weaker and would finally go away completely."
f000227,2273.560,2283.120,"The rotten apple in his back and the inflamed surrounding area, entirely covered with white dust, he hardly noticed."
f000228,2283.120,2287.480,"He remembered his family with deep feelings of love."
f000229,2287.480,2296.800,"In this business, his own thought that he had to disappear was, if possible, even more decisive than his sister's."
f000230,2296.800,2305.160,"He remained in this state of empty and peaceful reflection until the tower clock struck three o'clock in the morning."
f000231,2305.160,2310.440,"From the window he witnessed the beginning of the general dawning outside."
f000232,2310.440,2320.240,"Then without willing it, his head sank all the way down, and from his nostrils flowed out weakly his last breath."
f000233,2320.240,2324.400,"Early in the morning the cleaning woman came."
f000234,2324.400,2341.000,"In her sheer energy and haste she banged all the doors—in precisely the way people had already asked her to avoid—so much so that once she arrived a quiet sleep was no longer possible anywhere in the entire apartment."
f000235,2341.000,2347.800,"In her customarily brief visit to Gregor she at first found nothing special."
f000236,2347.800,2353.360,"She thought he lay so immobile there because he wanted to play the offended party."
f000237,2353.360,2358.600,"She gave him credit for as complete an understanding as possible."
f000238,2358.600,2365.880,"Since she happened to be holding the long broom in her hand, she tried to tickle Gregor with it from the door."
f000239,2365.880,2379.160,"When that was quite unsuccessful, she became irritated and poked Gregor a little, and only when she had shoved him from his place without any resistance did she become attentive."
f000240,2379.160,2388.200,"When she quickly realized the true state of affairs, her eyes grew large, she whistled to herself."
f000241,2388.200,2392.400,"However, she didn't restrain herself for long."
f000242,2392.400,2399.160,"She pulled open the door of the bedroom and yelled in a loud voice into the darkness, Come and look."
f000243,2399.160,2400.720,"It's kicked the bucket."
f000244,2400.720,2403.120,"It's lying there, totally snuffed!"
f000245,2403.120,2413.720,"The Samsa married couple sat upright in their marriage bed and had to get over their fright at the cleaning woman before they managed to grasp her message."
f000246,2413.720,2420.800,"But then Mr. and Mrs. Samsa climbed very quickly out of bed, one on either side."
f000247,2420.800,2431.400,"Mr. Samsa threw the bedspread over his shoulders, Mrs. Samsa came out only in her nightshirt, and like this they stepped into Gregor's room."
f000248,2431.400,2439.960,"Meanwhile, the door of the living room, in which Grete had slept since the lodgers had arrived on the scene, had also opened."
f000249,2439.960,2448.200,"She was fully clothed, as if she had not slept at all; her white face also seem to indicate that."
f000250,2448.200,2459.120,"Dead? said Mrs. Samsa and looked questioningly at the cleaning woman, although she could check everything on her own and even understand without a check."
f000251,2459.120,2469.040,"I should say so, said the cleaning woman and, by way of proof, poked Gregor's body with the broom a considerable distance more to the side."
f000252,2469.040,2475.280,"Mrs. Samsa made a movement as if she wished to restrain the broom, but didn't do it."
f000253,2475.280,2480.080,"Well, said Mr. Samsa, now we can give thanks to God."
f000254,2480.080,2485.160,"He crossed himself, and the three women followed his example."
f000255,2485.160,2493.080,"Grete, who did not take her eyes off the corpse, said, Look how thin he was."
f000256,2493.080,2496.560,"He had eaten nothing for such a long time."
f000257,2496.560,2501.040,"The meals which came in here came out again exactly the same."
f000258,2501.040,2506.520,"In fact, Gregor's body was completely flat and dry."
